id,sleep_day,total_sleep_records,total_minutes_asleep,total_hours_asleep,total_time_in_bed,total_hours_in_bed
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-12,1,327,5.0,346,6.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-13,2,384,6.0,407,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-15,1,412,7.0,442,7.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-16,2,340,6.0,367,6.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-17,1,700,12.0,712,12.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-19,1,304,5.0,320,5.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-20,1,360,6.0,377,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-21,1,325,5.0,364,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-23,1,361,6.0,384,6.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-24,1,430,7.0,449,7.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-25,1,277,5.0,323,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-26,1,245,4.0,274,5.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-28,1,366,6.0,393,7.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-29,1,341,6.0,354,6.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-04-30,1,404,7.0,425,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-01,1,369,6.0,396,7.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-02,1,277,5.0,309,5.0
1503960366,2016-05-03,1,273,5.0,296,5.0
1503960366,2016-05-03,1,273,5.0,296,5.0
1503960366,2016-05-03,1,273,5.0,296,5.0
1503960366,2016-05-03,1,273,5.0,296,5.0
1503960366,2016-05-03,1,273,5.0,296,5.0
1503960366,2016-05-03,1,273,5.0,296,5.0
1503960366,2016-05-03,1,273,5.0,296,5.0
1503960366,2016-05-03,1,273,5.0,296,5.0
1503960366,2016-05-03,1,273,5.0,296,5.0
